Test_No ;Numune_1_ Relakse_Sonrasi_ En_1;Numune_1_ Relakse_Sonrasi_ En_2;Numune_1_ Relakse_Sonrasi_ En_3;Numune_1_Relakse_Sonrasi_Boy_1;Numune_1_Relakse_Sonrasi_Boy_2;Numune_1_Relakse_Sonrasi_Boy_3;Giris_Alan_Ortalama;Deterjan_Miktarı(gr);Test_Kapasitesi(kg);Su_Sertligi ;Tambur_Hacmi_(lt);SY1_Sure_(sn);SY1_Devir_(rpm);SY1_ED;SG_Sic_(C);I_Bas_Sic (C);I_Sure_(sn);I_Devir_(rpm);I_MHY_ED;I_Tset_(C);AY_Su_Mik_(lt);AY_Sure_(sn);AY_Devir_(rpm);AY_MHY_ED;AY_Tah_(C);Jet_Pompa;Durulama_Sayisi;1D_Su_Mik_(lt);1D_Sure_(sn);1D_Devir_(rpm);1D_MHY_ED;2D_Su_Mik_(lt);2D_Sure_(sn);2D_Devir_(rpm);2D_MHY_ED;2D_Sikma_(rpm);3D_Su_Mik_(lt);3D_Sure_(sn);3D_Devir_(rpm);3D_MHY_ED;Cikis_Alan_Ortalama
1.00;271.000;270.000;270.500;267.000;268.000;268.000;72403.833;47.000;1.000;5.000;64.000;296.000;30.000;0.058;14.620;18.360;538.000;30.000;0.058;39.250;11.980;527.000;30.000;0.058;32.540;1.000;3.000;9.830;296.000;30.000;0.058;9.820;297.000;30.000;0.058;0.000;13.680;238.000;30.000;0.058;70574.083
2.00;271.000;270.000;270.500;267.000;268.000;268.000;72403.833;47.000;1.000;5.000;64.000;297.000;30.000;0.058;14.620;19.070;527.000;30.000;0.058;39.450;11.960;535.000;30.000;0.058;32.820;1.000;3.000;9.830;296.000;30.000;0.058;9.820;297.000;30.000;0.058;0.000;13.710;237.000;30.000;0.058;69776.917
3.00;271.000;270.000;270.500;267.000;268.000;268.000;72403.833;47.000;1.000;5.000;64.000;300.000;30.000;0.058;14.620;18.570;536.000;30.000;0.058;39.720;11.990;527.000;30.000;0.058;32.680;1.000;3.000;9.830;296.000;30.000;0.058;9.840;296.000;30.000;0.058;0.000;13.690;238.000;30.000;0.058;69070.250
4.00;271.000;270.000;270.500;267.000;268.000;268.000;72403.833;47.000;1.000;5.000;64.000;298.000;30.000;0.058;14.890;19.060;524.000;30.000;0.058;39.490;11.940;536.000;30.000;0.058;33.020;1.000;3.000;9.830;295.000;30.000;0.058;9.820;297.000;30.000;0.058;0.000;13.720;236.000;30.000;0.058;68284.000
5.00;271.000;270.000;270.500;267.000;268.000;268.000;72403.833;47.000;1.000;5.000;64.000;297.000;30.000;0.058;14.410;18.910;530.000;30.000;0.058;39.090;11.960;535.000;30.000;0.058;32.800;1.000;3.000;9.820;297.000;30.000;0.058;9.820;299.000;30.000;0.058;0.000;13.700;238.000;30.000;0.058;66767.500
6.00;271.000;270.000;270.500;267.000;268.000;268.000;72403.833;47.000;1.000;5.000;64.000;297.000;30.000;0.058;14.540;17.570;536.000;30.000;0.058;37.850;11.960;526.000;30.000;0.058;31.870;1.000;3.000;9.820;299.000;30.000;0.058;9.820;294.000;30.000;0.058;0.000;13.720;237.000;30.000;0.058;64716.167
1.00;276.500;275.000;276.500;250.000;250.000;250.500;69046.000;47.000;1.000;5.000;64.000;298.000;30.000;0.058;15.430;20.250;450.000;30.000;0.058;38.630;11.500;611.000;30.000;0.058;32.810;1.000;3.000;9.930;300.000;30.000;0.058;9.930;295.000;30.000;0.058;606.000;13.560;236.000;30.000;0.058;66626.250
2.00;276.500;275.000;276.500;250.000;250.000;250.500;69046.000;47.000;1.000;5.000;64.000;298.000;30.000;0.058;14.890;19.520;454.000;30.000;0.058;38.050;11.490;608.000;30.000;0.058;32.180;1.000;3.000;9.930;296.000;30.000;0.058;9.960;296.000;30.000;0.058;608.000;13.560;236.000;30.000;0.058;64398.125
3.00;276.500;275.000;276.500;250.000;250.000;250.500;69046.000;47.000;1.000;5.000;64.000;297.000;30.000;0.058;15.510;19.670;451.000;30.000;0.058;37.090;11.480;614.000;30.000;0.058;32.300;1.000;3.000;9.930;296.000;30.000;0.058;9.960;297.000;30.000;0.058;605.000;13.540;237.000;30.000;0.058;63070.000
4.00;276.500;275.000;276.500;250.000;250.000;250.500;69046.000;47.000;1.000;5.000;64.000;300.000;30.000;0.058;15.220;19.760;448.000;30.000;0.058;37.860;11.500;612.000;30.000;0.058;32.340;1.000;3.000;9.940;295.000;30.000;0.058;9.930;297.000;30.000;0.058;607.000;13.550;238.000;30.000;0.058;61609.167
5.00;276.500;275.000;276.500;250.000;250.000;250.500;69046.000;47.000;1.000;5.000;64.000;297.000;30.000;0.058;15.860;19.510;449.000;30.000;0.058;37.370;11.500;611.000;30.000;0.058;31.940;1.000;3.000;9.940;297.000;30.000;0.058;9.940;298.000;30.000;0.058;606.000;13.550;236.000;30.000;0.058;60230.500
6.00;276.500;275.000;276.500;250.000;250.000;250.500;69046.000;47.000;1.000;5.000;64.000;298.000;30.000;0.058;15.270;19.350;459.000;30.000;0.058;37.570;11.490;604.000;30.000;0.058;31.990;1.000;3.000;9.940;298.000;30.000;0.058;9.940;295.000;30.000;0.058;608.000;13.560;235.000;30.000;0.058;58623.833
1.00;272.500;270.500;271.500;269.000;270.000;269.000;73124.000;57.700;2.000;5.000;65.700;178.000;30.000;0.036;15.500;17.790;300.000;30.000;0.036;28.790;12.720;1500.000;30.000;0.036;25.790;1.000;3.000;11.640;300.000;30.000;0.036;11.630;300.000;30.000;3.610;0.000;13.650;300.000;30.000;0.036;71196.667
2.00;272.500;270.500;271.500;269.000;270.000;269.000;73124.000;57.700;2.000;5.000;65.700;178.000;30.000;0.036;15.700;18.200;300.000;30.000;0.036;28.640;12.670;1490.000;30.000;0.036;26.080;1.000;3.000;11.630;300.000;30.000;0.036;11.630;300.000;30.000;3.610;0.000;13.670;300.000;30.000;0.036;69142.208
3.00;272.500;270.500;271.500;269.000;270.000;269.000;73124.000;57.700;2.000;5.000;65.700;176.900;30.000;0.036;15.790;18.200;300.000;30.000;0.036;28.490;12.710;1485.000;30.000;0.036;26.120;1.000;3.000;11.620;300.000;30.000;0.036;11.620;300.000;30.000;3.610;0.000;13.630;300.000;30.000;0.036;67288.500
4.00;272.500;270.500;271.500;269.000;270.000;269.000;73124.000;57.700;2.000;5.000;65.700;178.700;30.000;0.036;15.620;18.110;300.000;30.000;0.036;28.610;12.720;1492.000;30.000;0.036;25.990;1.000;3.000;11.630;300.000;30.000;0.036;11.630;300.000;30.000;3.610;0.000;13.660;238.700;30.000;0.036;64925.333
5.00;272.500;270.500;271.500;269.000;270.000;269.000;73124.000;57.700;2.000;5.000;65.700;178.700;30.000;0.036;15.620;18.110;300.000;30.000;0.036;28.610;12.720;1492.000;30.000;0.036;25.990;1.000;3.000;11.630;300.000;30.000;0.036;11.630;300.000;30.000;3.610;0.000;13.660;235.500;30.000;0.036;63705.667
6.00;272.500;270.500;271.500;269.000;270.000;269.000;73124.000;57.700;2.000;5.000;65.700;178.700;30.000;0.036;15.500;17.630;300.000;30.000;0.036;28.740;12.740;1485.000;30.000;0.036;25.530;1.000;3.000;11.620;300.000;30.000;0.036;11.630;300.000;30.000;3.610;0.000;13.640;237.100;30.000;0.036;62200.167
1.00;271.000;270.000;273.000;268.000;269.000;268.000;72807.778;57.700;2.000;5.000;65.700;180.000;30.000;0.029;15.850;18.040;300.000;30.000;0.029;31.020;12.610;1907.000;30.000;0.029;26.150;1.000;3.000;11.590;180.000;30.000;0.018;11.620;180.000;30.000;1.810;0.000;13.660;180.000;30.000;0.018;71820.000
2.00;271.000;270.000;273.000;268.000;269.000;268.000;72807.778;57.700;2.000;5.000;65.700;180.000;30.000;0.029;15.770;18.070;300.000;30.000;0.029;30.080;12.630;1904.000;30.000;0.029;26.200;1.000;3.000;11.610;180.000;30.000;0.018;11.610;180.000;30.000;1.810;0.000;13.660;180.000;30.000;0.018;70262.500
3.00;271.000;270.000;273.000;268.000;269.000;268.000;72807.778;57.700;2.000;5.000;65.700;180.000;30.000;0.029;15.950;18.620;300.000;30.000;0.029;31.660;12.590;1905.000;30.000;0.029;26.740;1.000;3.000;11.610;180.000;30.000;0.018;11.600;180.000;30.000;1.810;0.000;13.670;180.000;30.000;0.018;69053.000
